>> aali hupatikana kwa ghali. --	whatever is superior is found at great price. advice given to youth.
>> mto hauna tope kwenye chemchemu. --	a river has no mud at its spring. but as it proceeds on its way it can become dirty. the meaning is that a person is innocent as a child, but growing up may be spoiled
>> mtoka kivulini huwekwa juani. --	one who comes out of the shade is put in the sun. when people do not want to be helped they should not feel sorry if they are denied help they ask for later
>> mtoka mbali hana sheria. --	someone who comes from afar has no law. sheria: law, justice. a traveler does not observe law, but it can also mean that a stranger does not obtain justice. a stranger is always under suspicion.
>> mtondoo haufi maji. --	the punter's pole does not sink. an old salt is not easily killed in his element. mtondoo, a big tree (calophyllum inophyllum). has many uses in shipbuilding, e.g., masts, fishing. tools. its fruits are used to make lamp oil and mascara.
>> mtoto akibebwa hutazama kisogo cha mamaye. --	when a baby is carried on its mother's back, it looks at the nape of her neck. a child follows its mother's footsteps. kisogo, kishogo, nape of the neck
>> mtoto akililia wembe, mpe. --	if a child cries for a razor give it. one learns the hard way. wembe, razor, also kisu. knife is used. mtoto, child or kijana, youth.
>> mtoto akinyea kiwiko hakitupwi. --	when a child dirties your arm you don't throw it away. kiwiko: wrist.
>> mtoto akipanda juu ya mti, chini yuko mkubwa. --	if a child climbs in a tree, there is an adult below. one who is protected will take risks.
>> mtoto akipenda makamasi yake, mwache ayavute. --	if a child loves to sniff his snot, let it sniff. don't expect your child to be perfect all the time.
>> mtoto akitaka musa usimkataze. --	if a child wants a nut, don't withhold it. if a child wants to try something too big for it [e.g., breaking a nut with its teeth] allow it. the child will experience the limit of its own strength.
>> mtoto akitotukuta si mzima. --	if a child does not jump about, it is not healthy.
>> mtoto anampenda mama. --	the child adores its mother.
>> mtoto huanza kutambaa ndio asimame. --	a child starts crawling and that's how it may stand up.
>> mtoto humuasi baba lakini baba hamuasi. --	a child rises up against its father, but the father does not renounce his child.
>> mtoto katika nyumba chechemi ya furaha. --	a child at home is a source of joy.
>> mtoto [kijana] ukimnyang'anya kisu [mwembe], mpe banzi [bamba or kijiti] achezee. --	if you take away a knife [razor blade] from a child, give it a piece of wood to play with.
>> mtoto mbaya huponzea akiba yake. --	a bad child endangers what is put aside for him/her.
>> mtoto mtukutu hushinda bila kunya. --	a restless child stays without going to the toilet, not taking time to go.
>> mtoto mwanamke methili yake kama vitu viwili, tango na kitunguu, na vitu hivi ni vitu vya kuweka akiba. --	a girl is similar to two things, the gherkin and the onion, and these two things are not put in storage. methili: similar.
>> mtoto mwenye bidii hakosi wa kumtunza. --	an active child does not lack someone who takes care of it.
>> mtoto na wazazi wake. --	a child and his parents. they belong to each other. children depend on their parents.
>> mtoto ni baba wa mtu mzima. --	the child is the father of the adult.
>> mtoto ni kito, mzigo mzito. --	a child is like a precious stone, [but also] a heavy burden.
>> mtoto ni mtumbwi, ukiuchonga utakuvusha jito [bahari]. --	a child is like a canoe, if you carve one, it will take you across the river [sea]. a child is a security for the future.
>> mtoto (or mwana) wa nyoka ni nyoka. --	the offspring of a snake is a snake. "if intelligent parents have backward children, this proverb is also used"
>> mtoto umleavyo ndivyo akuavyo. --	as you bring up your child, so it will be. as the twig is bent, so the tree grows.
>> mtoto wake amepotea katika mgongo wa fisi. --	their child is lost on the back of the hyena. the parents did not watch over their child: the child has amounted to nothing.
>> mtoto wa kuku, kausha mdomo ule. --	chick, dry your beak and eat. a child is told to grow up and act like an adult.
>> mtoto wa kunguru hapotei desturi. --	a young crow does not lose its tricks.
>> mtoto wa kwanza ni ngao. --	the first-born is like a shield. is an insurance against parental disability or old age.
>> mtoto wa mhunzi akikosa kufua, huvukuta. --	if the child of the blacksmith fails in working the metal, he will work the bellows. somebody unsuitable or unwilling to work will be downgraded.
>> mtoto wa mhunzi asiposana huvukuta (or avuvia). --	if the son of the blacksmoth does not forge he will work the bellows.
>> mtoto wa mkima hamfundidhi mzee kima hila zamani mayele. --	a young monkey does not teach tricks to an old monkey.
>> mtoto wa mnyama tumboni, wakimpiga mama yake, atafurahi. --	the animal young in the belly of its mother, will be happy, if you hit its mother.
>> mtoto wa nyoka hukua na sumu yake. --	the young of a snake grows up with its poison.
>> mtoto wa paka haanguki chali. --	a kitten never falls on its back. a cunning person succeeds to get out of trouble.
>> mtoto yatima hawezi kutanda wavu mrefu. --	an orphan is not able to set a long net [to catch game]. without education a child is not ready for life.
>> mto ukijaa hulala pembeni. --	wnen the river is high, one sleeps on the bank. wait until it is safe to cross the river.
>> mto ukivuma chini mna mawe. --	if the river thunders, there are stones in its bed. even if the river grumbles, its bed reposes on stones. people in authority must accept their subjects, anger does not change anything
>> mto ulikunjama, sababu ulikosa mtu wa kuungoza. --	the river meanders, because it did not have a guide. poor education ends up with a good-for-nothing person.
>> mtowa waadhi hajisahau mwenyewe. --	the giver of counsel must not forget oneself.
>> mtu afuatao moyo kaida huijutia. --	if you follow your heart you will usually regret it. kaida = kawaida: usual; afuatao =. afuataye: one who follows.
>> mtu akaaye na wevi ataleta nini kama si wivi? --	a person who lives with thieves comes forth with stolen things.
>> mtu akifika chengo cha mtu, humtegemea. --	if a person goes to another's place, that person becomes dependent. chengo, house, a dwelling place, a village, a camp
>> mtu akijikuna hufanya marugurugu ya mwili. --	if you scratch yourself you raise swellings on your body. people must bear the consequences of their acts.
>> mtu akikosa mali hawi mtu mbele ya watu. --	a person without money is not seen as a person by others.
>> mtu akimpa maskini kichache, mungu humruzuku kingi. --	when a person gives [even] a little to the poor, god will give that person ample blessings.
>> mtu akipendwa hupenda. --	a person if loved, should love. when someone is loved that person should love in response.
>> mtu akitaka tenda, lake huchimbia shimo. --	a person wanting to act digs a pit for his plan. do not disclose your plans, your enviers may spoil them.
>> mtu akivuliwa nguo huotama, hainuki. --	if a person is derobed, that person squats and does not stand up. otama, totama, chutama: squat.
>> mtu akiwa na pesa, utamjua kwa mwendo wake. --	by seeing how a person walks you know there is money.
>> mtu aliyeanguka majini hawezi kuopoka na vyote. --	a person who has fallen in the water cannot save everything. after a divorce one does not get all of the bride's wealth back.
>> mtu aliyeipiga nafsi yake asilie na mtu. --	if you harm yourself you should not cry [for pity] from anybody. if you harm yourself do not not blame it on anybody.
>> mtu aliyewashwa ndiye achaye moto. --	the one who was once burnt fears the fire.
>> mtu anawaza, mungu anawazua. --	a person has his or her ideas, but god thinks differently. "man proposes, god disposes."
>> mtu apandacho ndicho avunacho. --	what a person sows will be reaped.
>> mtu asiwe nawara, uvivu huleta hasara. --	a person should not be idle, laziness causes damage.
>> mtu asiye akili, sifuatane naye. --	i don't associate with a person who has no common sense.
>> mtu asiyekuwa na mke, sahibu yakwe huwa shemejiye. --	an unmarried person's friend is like a brother-in-law. "the strength of oriental friendship is proverbial. its affection equals or surpasses that arising from natural ties, which, on the other hand, are apt to hang very loosely"
>> mtu asiye na sadiki yu kama yamini bila shamali. --	a person without a true friend is like a right hand without a left hand.
>> mtu atwawapo na ghururi mbeleye ni maumivu. --	a person possessed by vanity will see much suffering ahead. twawa for twaliwa: to be caught.
>> mtu awafanyae watu mema, nae mungu humlipa mambo mema. --	someone who does good to others, god requites that person with good things too. awafanyae or awafanyiaye, one who does to others.
>> mtu hachagui zawadi. --	a person does not choose gifts. this is also said by a needy person, who hopes to be given help.
>> mtu hafi ila kwa mzishi wake. --	a man does not die except for his burier. mzishi (here), a close relative of the deceased.
>> mtu hafi mara mbili. --	a person does not die twice. die well the first time.
>> mtu hakatai mwito, hukataa alichoitiwa. --	mtu hukataa shauri, siyo mwito. a person refuses advice, but not a call.
>> mtu halali karibu na mto, ujapokuwa umekauka maji. a.260; --	a person must not sleep near a river, even though its waters have dried up. do not put yourself in danger.
>> mtu halali naneno moyoni. --	a person does not sleep with a concern on the heart. neno: word, matter, affair.
